epoch,training_loss,training_accuracy,validation_loss,validation_accuracy,time_stamp
42,0.139768717015783,0.7483333333333333,0.1368337382376194,0.7475,2024-12-11 15:22:07.993683
43,0.14190258488059043,0.7516666666666667,0.11733693815767765,0.79875,2024-12-11 15:22:07.993683
44,0.14219425556560358,0.74625,0.13638510420918465,0.76375,2024-12-11 15:22:07.993683
45,0.14284565061330795,0.7454166666666666,0.13218813873827456,0.7825,2024-12-11 15:22:07.993683
46,0.13988661843041578,0.7516666666666667,0.1406738395243883,0.74125,2024-12-11 15:22:07.993683
47,0.13243674027423064,0.77,0.13611967839300632,0.7575,2024-12-11 15:22:07.993683
48,0.1391091358413299,0.7525,0.13311267778277397,0.76,2024-12-11 15:22:07.993683
49,0.134166259119908,0.7575,0.12639920748770236,0.77375,2024-12-11 15:22:07.993683
50,0.13343607830504575,0.76625,0.1297612312436104,0.7725,2024-12-11 15:22:07.993683
51,0.13033813152462245,0.7766666666666666,0.12757338404655458,0.76,2024-12-11 15:22:07.993683
52,0.1284267136454582,0.7758333333333334,0.141383176445961,0.74,2024-12-11 15:22:07.993683
53,0.1254728291928768,0.7925,0.11460774958133697,0.805,2024-12-11 15:22:07.993683
54,0.1235346279790004,0.7875,0.13170414544641973,0.78625,2024-12-11 15:22:07.993683
55,0.1326674647629261,0.7683333333333333,0.1331229916960001,0.77,2024-12-11 15:22:07.993683
56,0.12636756074925265,0.7766666666666666,0.11985036253929138,0.77875,2024-12-11 15:22:07.993683
57,0.12695403205851713,0.7729166666666667,0.12045140340924262,0.79625,2024-12-11 15:22:07.993683
58,0.1252872352550427,0.7775,0.12402808785438538,0.77375,2024-12-11 15:22:07.993683
59,0.13209011904895307,0.7691666666666667,0.12240315116941929,0.78375,2024-12-11 15:22:07.993683
60,0.12122595835477114,0.7925,0.11644911907613277,0.79375,2024-12-11 15:22:07.993683
61,0.12159867331385613,0.7816666666666666,0.12685887705534696,0.77875,2024-12-11 15:22:07.993683
62,0.12283951863646507,0.78375,0.11620719246566295,0.79375,2024-12-11 15:22:07.993683
63,0.11872163424889247,0.7933333333333333,0.12278985522687436,0.78125,2024-12-11 15:22:07.993683
64,0.12173565850903591,0.7841666666666667,0.11417749874293805,0.7825,2024-12-11 15:22:07.993683
65,0.11795615884164969,0.79375,0.12087546359747649,0.77,2024-12-11 15:22:07.993683
66,0.11739057249079148,0.7904166666666667,0.10642563998699188,0.8225,2024-12-11 15:22:07.993683
67,0.11254949692636729,0.8095833333333333,0.11970891088247299,0.7875,2024-12-11 15:22:07.993683
68,0.11945329817632834,0.7883333333333333,0.12108158186078072,0.77625,2024-12-11 15:22:07.993683
69,0.11224093308051428,0.7966666666666666,0.10611942686140537,0.81375,2024-12-11 15:22:07.993683
70,0.12364286386718353,0.78375,0.1341244537383318,0.76,2024-12-11 15:22:07.993683
71,0.11836833942681552,0.79625,0.11790285900235176,0.78375,2024-12-11 15:22:07.993683
72,0.11371012295285861,0.7920833333333334,0.11583899259567261,0.79625,2024-12-11 15:22:07.993683
73,0.1104204904784759,0.8104166666666667,0.11726380072534084,0.7925,2024-12-11 15:22:07.993683
74,0.11369514708717664,0.7983333333333333,0.10023477355018258,0.8325,2024-12-11 15:22:07.993683
75,0.12170854719976584,0.7929166666666667,0.10721957050263882,0.81625,2024-12-11 15:22:07.993683
76,0.11275200390567382,0.8,0.11589964881539344,0.80875,2024-12-11 15:22:07.993683
77,0.11450783342123032,0.79125,0.11760109476745129,0.78625,2024-12-11 15:22:07.993683
78,0.11076092106600602,0.8,0.11444469086825848,0.7975,2024-12-11 15:22:07.993683
79,0.11206517484039068,0.80375,0.12717563677579163,0.77375,2024-12-11 15:22:07.993683
80,0.11495838931451241,0.795,0.11565918292850257,0.78625,2024-12-11 15:22:07.993683
81,0.10906734210749468,0.8070833333333334,0.10439349874854088,0.82375,2024-12-11 15:22:07.993683
82,0.10738659918308258,0.8070833333333334,0.11602603271603584,0.795,2024-12-11 15:22:07.993683
83,0.11530423036466042,0.7958333333333333,0.11705495201051236,0.795,2024-12-11 15:22:07.993683
84,0.10720388767619927,0.81,0.10941669330000878,0.8025,2024-12-11 15:22:07.993683
85,0.1138616481050849,0.8045833333333333,0.12249436900019646,0.78,2024-12-11 15:22:07.993683
86,0.1103556294242541,0.80125,0.12619575552642345,0.77875,2024-12-11 15:22:07.993683
87,0.11089226670563221,0.8066666666666666,0.11011762373149395,0.81,2024-12-11 15:22:07.993683
88,0.10932828292250633,0.8029166666666666,0.09495465435087681,0.82875,2024-12-11 15:22:07.993683
89,0.11041772715747357,0.8079166666666666,0.11290734417736531,0.78875,2024-12-11 15:22:07.993683
90,0.10896805573254824,0.8083333333333333,0.10299482129514217,0.8175,2024-12-11 15:22:07.993683
91,0.10917899207522472,0.80875,0.11017754979431629,0.79875,2024-12-11 15:22:07.993683
92,0.11043707781781753,0.8004166666666667,0.1149778887629509,0.81,2024-12-11 15:22:07.993683
93,0.10724387022356192,0.8104166666666667,0.10874660149216651,0.79375,2024-12-11 15:22:07.993683
94,0.1048532028372089,0.8120833333333334,0.114991539940238,0.8025,2024-12-11 15:22:07.993683
95,0.1056451457242171,0.8158333333333333,0.11506860788911581,0.79875,2024-12-11 15:22:07.993683
96,0.10397411268825332,0.8195833333333333,0.0936617012694478,0.83,2024-12-11 15:22:07.993683
97,0.10463364216188589,0.81625,0.10036696828901767,0.8175,2024-12-11 15:22:07.993683
98,0.10329329351584117,0.81375,0.09597068436443806,0.82625,2024-12-11 15:22:07.993683
99,0.10270259705061714,0.8183333333333334,0.12026492446660995,0.78125,2024-12-11 15:22:07.993683
